"Name","Race","RaceImg","Appr","Lvl","Undead","Tameble","Wz1","CoolEye","Exp","HP","MP","Wz2","Wz3","Ac","FireMAC","IceMAC","LightMAC","WindMAC","HolyMAC","DarkMAC","PhantomMAC","Dc","DcMax","McType","Mc","McMax","Speed","Hit","WALK_SPD","WalkWait","WalkStep","ATTACK_SPD","Wz4","UnKnow","OrgName"
"红甲虫","97","19","149","73","0","0","5","100","48000","1500","0","6","6","13","0","0","0","0","0","0","0","33","55","0","0","0","23","25","1000","0","1","1500","10","","王者软件"
"年兽","97","19","193","80","1","0","0","100","160000","4000","0","44","44","118","-2","4","-5","5","-3","5","5","187","253","7","187","253","23","25","1000","0","1","1500","10","","王者软件"
"变异骷髅","100","19","56","17","1","0","0","0","16","100","0","5","5","10","2","2","2","2","-2","-2","-2","6","14","7","6","14","12","14","400","0","1","2300","0","","王者软件"
"祖玛雕像","101","47","83","45","1","0","10","40","40000","1200","0","5","5","12","-5","0","5","5","4","-3","-3","37","55","0","0","0","18","22","900","0","1","2000","0","","王者软件"
"祖玛雕像91","101","47","83","45","1","0","10","40","40000","1200","0","6","6","26","-5","0","5","5","4","-3","-3","54","66","0","0","0","18","22","900","0","1","2000","0","","王者软件"
"祖玛雕像0","101","47","83","45","1","0","10","50","40000","1200","0","5","5","12","-5","0","5","5","4","-3","-3","37","55","0","0","0","18","22","900","0","1","2000","0","","王者软件"
"守卫神将","101","47","83","99","1","0","10","40","21600","2600","0","11","11","49","5","5","5","5","5","5","-2","119","114","0","0","0","18","22","800","0","1","2000","15","","王者软件"
"祖玛卫士","101","47","84","45","1","0","10","40","43200","1300","0","5","5","12","-5","0","5","5","5","-4","-2","37","57","0","0","0","18","22","800","0","1","2000","0","","王者软件"
"祖玛卫士90","101","47","84","45","1","0","10","40","43200","1300","0","6","6","26","-5","0","5","5","5","-4","-2","59","91","0","0","0","18","22","800","0","1","2000","0","","王者软件"
"祖玛卫士0","101","47","84","45","1","0","10","50","43200","1300","0","5","5","12","-5","0","5","5","5","-4","-2","37","57","0","0","0","18","22","800","0","1","2000","0","","王者软件"
"护法天","101","47","84","78","1","0","10","100","128000","4000","0","22","22","37","-4","0","5","5","5","-3","-2","60","99","0","0","0","23","25","1000","0","1","1400","10","","王者软件"
"祖玛教主62","102","49","85","85","1","0","0","100","16","10000","0","55","55","66","0","0","0","0","0","0","0","110","150","1","110","150","23","25","1000","0","1","1500","0","","王者软件"
"祖玛教主9","102","49","85","94","1","0","0","100","160000","8000","0","33","33","60","-3","1","5","5","5","-2","0","90","140","1","90","140","23","25","1000","0","1","1500","10","","王者软件"
"祖玛教主","102","49","85","94","1","0","0","100","224000","10500","0","55","55","115","-2","2","5","5","5","-1","0","154","253","1","180","240","23","25","1000","0","1","1500","10","","王者软件"
"祖玛教主1","102","49","85","94","1","0","0","100","224000","10500","0","85","85","125","-4","0","5","5","5","-2","-2","154","253","1","130","210","23","25","1000","0","1","1500","10","","王者软件"
"角蝇","103","43","73","30","0","0","0","0","6400","240","0","0","0","8","0","0","0","0","0","0","0","4","4","0","0","0","18","19","0","0","0","3000","0","","王者软件"
"角蝇80","103","43","73","30","0","0","0","0","6400","240","0","4","4","16","0","0","0","0","0","0","0","6","6","0","0","0","18","19","0","0","0","3000","0","","王者软件"
"魔神怪1","104","19","156","46","0","0","0","40","21120","800","0","5","5","12","4","5","-2","-5","5","-4","-1","37","48","0","0","0","18","22","800","0","1","2200","0","","王者软件"
"魔神怪10","104","19","156","46","0","0","0","50","21120","800","0","5","5","12","4","5","-2","-5","5","-4","-1","37","48","0","0","0","18","22","800","0","1","2200","0","","王者软件"
"祖玛弓箭手","104","45","82","45","0","0","0","50","46400","1400","0","6","6","13","-3","-2","5","5","5","-5","-1","40","57","0","0","0","18","22","1000","0","1","2200","0","","王者软件"
"祖玛弓箭手92","104","45","82","45","0","0","0","50","46400","1400","0","8","8","27","-3","-2","5","5","5","-5","-1","64","91","0","0","0","18","22","1000","0","1","2200","0","","王者软件"
"祖玛弓箭手0","104","45","82","45","0","0","0","60","46400","1400","0","6","6","13","-3","-2","5","5","5","-5","-1","40","57","0","0","0","18","22","1000","0","1","2200","0","","王者软件"
"祖玛弓箭手77","104","45","82","60","0","0","0","60","124800","2800","0","36","36","78","-2","-1","5","5","-3","4","-1","120","170","0","0","0","18","22","1000","0","1","2200","0","","王者软件"
"骷髅弓箭手","104","45","144","30","1","0","0","0","6560","250","0","0","0","7","2","0","0","0","0","0","0","25","36","0","0","0","18","19","1100","0","1","3000","0","","王者软件"
"骷髅弓箭手0","104","45","144","30","1","0","0","10","6560","250","0","0","0","7","2","0","0","0","0","0","0","25","36","0","0","0","18","19","1100","0","1","3000","0","","王者软件"
"多脚虫1","104","45","145","20","0","1","0","0","2880","100","0","0","0","5","0","0","0","0","0","0","0","12","16","0","0","0","13","15","1700","0","1","2200","0","","王者软件"
"多脚虫10","104","45","145","20","0","1","0","10","2880","100","0","0","0","5","0","0","0","0","0","0","0","12","16","0","0","0","13","15","1700","0","1","2200","0","","王者软件"
"多脚虫2","104","45","146","20","0","1","0","0","2880","100","0","0","0","5","0","0","0","0","0","0","0","12","16","0","0","0","13","15","1700","0","1","2200","0","","王者软件"
"多脚虫20","104","45","146","20","0","1","0","10","2880","100","0","0","0","5","0","0","0","0","0","0","0","12","16","0","0","0","13","15","1700","0","1","2200","0","","王者软件"
"月魔蜘蛛","105","37","101","35","0","1","2","20","8000","340","0","3","3","8","0","-1","1","0","1","-1","0","29","29","6","29","29","18","21","1500","0","1","2000","0","","王者软件"
"楔蛾","105","52","75","30","0","1","2","20","6400","240","0","0","0","8","0","0","0","0","0","0","0","22","22","6","22","22","18","19","1000","0","1","2500","0","","王者软件"
"楔蛾93","105","52","75","30","0","1","2","20","6400","240","0","4","4","17","0","0","0","0","0","0","0","39","39","6","24","24","18","19","1000","0","1","2500","0","","王者软件"
"粪虫","106","53","47","25","1","0","0","10","4160","180","0","0","0","6","0","0","0","0","0","0","0","15","24","6","16","23","15","17","1500","0","1","2500","0","","王者软件"
"触龙神9","107","33","67","91","0","0","0","100","144000","6750","0","75","75","220","0","0","0","0","0","0","0","100","140","6","100","140","23","25","0","0","0","1500","6","","王者软件"
"触龙神02","107","33","67","91","0","0","0","100","144000","6750","0","85","85","240","0","0","0","0","0","0","0","110","165","6","110","187","23","25","0","0","0","1500","6",\N,"王者软件"
"触龙神1","107","33","67","91","0","0","0","100","144000","6750","0","85","85","240","0","0","0","0","0","0","0","110","165","6","110","187","23","25","0","0","0","1500","6","","王者软件"
"触龙神","107","33","67","91","0","0","0","100","144000","6750","0","85","85","240","0","0","0","0","0","0","0","140","195","6","140","217","23","25","0","0","0","1500","6","","王者软件"
"木障","110","98","173","99","0","0","0","0","0","10000","0","33","33","109","5","5","5","5","5","5","5","0","0","0","0","0","15","1","0","0","1","0","0","","王者软件"
"沙漠土城门1","110","98","530","100","0","0","0","0","0","20000","0","77","77","100","0","0","0","0","0","0","0","0","0","0","0","0","15","1","0","0","1","0","0","","王者软件"
"沙巴克城门1","110","98","530","100","0","0","0","0","16","20000","0","77","77","110","0","0","0","0","0","0","0","0","0","0","0","0","15","1","0","0","1","0","0","","王者软件"
"沙漠土城门2","110","98","531","100","0","0","0","0","0","20000","0","77","77","100","0","0","0","0","0","0","0","0","0","0","0","0","15","1","0","0","1","0","0","","王者软件"
"沙漠土城门3","110","98","531","100","0","0","0","0","0","20000","0","77","77","100","0","0","0","0","0","0","0","0","0","0","0","0","15","1","0","0","1","0","0","","王者软件"
"沙巴克城门2","110","98","531","100","0","0","0","0","16","20000","0","77","77","110","0","0","0","0","0","0","0","0","0","0","0","0","15","1","0","0","1","0","0","","王者软件"
"沙巴克城门3","111","98","532","100","0","0","0","0","16","20000","0","77","77","110","0","0","0","0","0","0","0","0","0","0","0","0","15","1","0","0","1","0","0","","王者软件"
"沙巴克城门4","111","98","533","100","0","0","0","0","16","20000","0","77","77","110","0","0","0","0","0","0","0","0","0","0","0","0","15","1","0","0","1","0","0","","王者软件"
"诺玛城门","111","98","538","100","0","0","0","0","16","20000","0","77","77","220","5","5","5","5","5","5","5","0","0","0","0","0","15","1","0","0","1","0","0","","王者软件"
"弓箭手","112","45","86","150","0","0","0","0","16","5000","0","22","22","22","5","5","5","5","5","5","5","17","33","0","0","0","18","15","500","0","0","1200","0","","王者软件"
"弓箭守卫","112","45","86","150","0","0","0","0","16","5000","0","33","33","33","5","5","5","5","5","5","5","33","55","0","0","0","18","15","0","0","0","1200","0","","王者软件"
"神兽","113","54","89","30","1","0","0","0","16","200","0","9","9","16","2","2","2","2","-2","-2","-2","30","50","7","30","40","18","19","400","0","1","0","0","","王者软件"
"神兽1","114","55","90","30","1","0","0","0","16","200","0","9","9","16","2","2","2","2","-2","-2","-2","30","50","7","30","40","18","19","400","0","1","0","0","","王者软件"
"赤月恶魔9","115","34","104","93","1","0","0","100","176000","7750","0","32","32","60","4","0","-4","0","-4","4","0","80","120","0","0","0","23","25","0","0","0","1500","15","","王者软件"
"赤月恶魔","115","34","104","93","1","0","0","100","208000","9750","0","52","52","105","4","0","-3","0","-3","4","0","110","200","0","0","0","23","25","0","0","0","1500","15","","王者软件"
"赤月恶魔1","115","34","104","93","1","0","0","100","208000","9750","0","52","52","105","4","0","-3","0","-3","4","0","110","200","0","0","0","23","25","0","0","0","1500","15","","王者软件"
"幻影蜘蛛","116","35","106","35","0","0","2","0","8000","340","0","3","3","8","0","-1","1","0","1","-1","0","0","0","0","0","0","18","21","0","0","0","2500","0","","王者软件"
"爆裂蜘蛛","117","36","105","35","0","0","2","100","16","5","0","0","0","0","0","0","0","0","0","0","0","28","42","6","28","42","18","21","400","0","1","0","0","","王者软件"
"天狼蜘蛛","118","19","103","35","0","1","2","0","7520","310","0","3","3","8","0","-1","1","0","1","-1","0","29","43","6","29","43","18","21","1500","0","1","1800","0","","王者软件"
"天狼蜘蛛0","118","19","103","35","0","1","2","10","7520","310","0","3","3","8","0","-1","1","0","1","-1","0","29","43","6","29","43","18","21","1500","0","1","1800","0","","王者软件"
"骷髅士兵","118","19","142","30","1","0","0","0","6240","230","0","0","0","7","1","-1","0","0","0","0","0","24","37","6","22","34","18","19","800","0","1","2500","0","","王者软件"
"骷髅士兵0","118","19","142","30","1","0","0","10","6240","230","0","0","0","7","1","-1","0","0","0","0","0","24","37","6","22","34","18","19","800","0","1","2500","0","","王者软件"
"地牢女神1","118","19","162","50","0","0","0","50","64000","1800","0","13","13","15","-3","4","4","-3","-4","5","-2","44","55","6","44","55","18","21","1300","0","1","1200","0","","王者软件"
"地牢女神10","118","19","162","50","0","0","0","60","64000","1800","0","13","13","15","-3","4","4","-3","-4","5","-2","44","55","6","44","55","18","21","1300","0","1","1200","0","","王者软件"
"地牢女神5","118","19","162","52","0","0","0","50","96000","2700","0","13","13","18","-3","4","4","-3","-4","5","-2","55","66","6","55","66","18","21","1300","0","1","1200","0","","王者软件"
"地牢女神37","118","19","162","52","0","0","0","50","115200","2700","0","13","13","18","-3","4","4","-3","-4","5","-2","55","66","6","55","66","18","21","1300","0","1","1200","0",\N,"王者软件"
"地牢女神50","118","19","162","52","0","0","0","60","96000","2700","0","13","13","18","-3","4","4","-3","-4","5","-2","55","66","6","55","66","18","21","1300","0","1","1200","0","","王者软件"
"花色蜘蛛","119","19","111","35","0","1","2","0","8160","350","0","3","3","8","0","-1","1","0","1","-1","0","29","47","6","29","47","18","21","1500","0","1","1800","0","","王者软件"
"花色蜘蛛0","119","19","111","35","0","1","2","10","8160","350","0","3","3","8","0","-1","1","0","1","-1","0","29","47","6","29","47","18","21","1500","0","1","1800","0","","王者软件"
"腐蚀人鬼","119","19","132","25","1","0","0","0","4640","210","0","0","0","6","0","0","0","0","0","0","0","15","26","6","14","24","15","17","2000","0","1","1300","0","","王者软件"
"腐蚀人鬼0","119","19","132","25","1","0","0","10","4640","210","0","0","0","6","0","0","0","0","0","0","0","15","26","6","14","24","15","17","2000","0","1","1300","0","","王者软件"
"地牢女神2","119","19","163","50","0","0","0","50","65600","1500","0","13","13","15","-3","4","4","-3","-4","5","-2","44","55","6","44","55","18","21","1000","0","1","1200","0","","王者软件"
"地牢女神20","119","19","163","50","0","0","0","60","65600","1500","0","13","13","15","-3","4","4","-3","-4","5","-2","44","55","6","44","55","18","21","1000","0","1","1200","0","","王者软件"
"地牢女神6","119","19","163","52","0","0","0","50","97600","2200","0","13","13","18","-3","4","4","-3","-4","5","-2","55","66","6","55","66","18","21","1000","0","1","1200","0","","王者软件"
"地牢女神38","119","19","163","52","0","0","0","50","117120","2200","0","13","13","18","-3","4","4","-3","-4","5","-2","55","66","6","55","66","18","21","1000","0","1","1200","0",\N,"王者软件"
"地牢女神60","119","19","163","52","0","0","0","60","97600","2200","0","13","13","18","-3","4","4","-3","-4","5","-2","55","66","6","55","66","18","21","1000","0","1","1200","0","","王者软件"
"冰宫守卫","119","19","170","80","1","0","0","80","217600","3000","0","45","45","75","-4","5","-2","0","-5","3","-1","120","185","6","120","185","18","20","1000","0","1","1000","10","","王者软件"
"冰宫守卫33","119","19","170","80","1","0","0","80","217600","3000","0","45","45","75","-4","5","-2","0","-5","3","-1","120","185","6","120","185","18","20","1000","0","1","1000","10","","王者软件"
"投石车","121","19","167","99","0","0","0","0","16","1000","0","0","0","0","0","0","0","0","0","0","0","165","220","0","0","0","1","20","1200","1","1","3000","0","","王者软件"
"弩车","122","19","169","99","0","0","0","0","16","1000","0","0","0","0","0","0","0","0","0","0","0","88","143","0","0","0","1","20","800","1","1","3000","0","","王者软件"
"诺玛骑兵5","125","19","180","65","0","0","0","80","160000","3000","0","30","30","85","3","3","1","-4","-3","5","-3","82","226","4","90","210","18","22","1000","0","1","1100","10","","王者软件"
"诺玛骑兵","125","19","180","655","0","0","0","60","131200","2500","0","26","26","68","3","3","1","-4","-3","5","-3","62","206","4","50","170","18","22","1000","0","1","1100","10","","王者软件"
"诺玛抛石兵","126","19","183","65","0","0","0","70","128000","2400","0","26","26","75","4","2","0","-3","-2","5","-4","98","158","1","80","130","18","21","800","0","1","1100","10","","王者软件"
"诺玛抛石兵5","126","19","183","65","0","0","0","80","160000","3000","0","30","30","90","4","2","0","-3","-2","5","-4","118","178","1","120","170","18","21","800","0","1","1100","10","","王者软件"
"诺玛司令","127","19","184","65","1","0","0","70","136000","2600","0","32","32","81","1","3","3","-2","-5","5","-1","130","150","3","130","150","18","21","800","0","1","1000","10","","王者软件"
"诺玛司令5","127","19","184","65","1","0","0","80","168000","3200","0","35","35","100","1","3","3","-2","-5","5","-1","160","180","3","170","190","18","21","800","0","1","1000","0","","王者软件"
"阿龙怪","128","19","182","79","0","0","0","100","160000","5000","0","22","22","38","3","2","1","-3","-4","5","-2","230","250","1","230","250","23","25","1200","0","1","1300","12","","王者软件"
"诺玛斧兵","128","19","185","65","0","0","0","60","140800","2500","0","39","39","76","3","2","1","-3","-3","5","-3","110","210","1","110","210","18","25","800","0","1","1000","10","","王者软件"
"诺玛斧兵5","128","19","185","65","0","0","0","80","172800","3100","0","45","45","98","3","2","1","-3","-3","5","-3","140","240","1","150","250","18","25","800","0","1","1000","10","","王者软件"
"诺玛突击队长","128","19","185","79","0","0","0","100","320000","8400","0","59","59","94","3","2","1","-2","-3","5","-2","220","250","1","220","250","23","25","400","0","1","2200","12","","王者软件"
"魔石狂热者","128","19","196","80","0","0","0","100","260000","5800","0","10","10","100","3","-2","4","-3","0","2","-5","180","240","1","150","200","20","20","800","0","1","1200","10","","王者软件"
"魔石狂热者33","128","19","196","80","0","0","0","100","260000","5800","0","50","50","100","3","-2","4","-3","0","2","-2","180","240","1","150","200","50","20","800","0","1","1200","10",\N,"王者软件"
"魔石守护神","128","19","197","80","0","0","0","200","292000","12000","0","10","10","120","3","-2","4","-4","-1","3","-5","200","250","1","200","220","20","25","700","0","1","1200","10","","王者软件"
"魔石守护神33","128","19","197","80","0","0","0","200","292000","12000","0","60","60","120","3","-2","4","-4","-1","3","-2","200","250","1","200","220","30","25","700","0","1","1200","10",\N,"王者软件"
"西沙守护神1","128","19","197","80","1","0","0","200","288000","10000","10","60","60","120","3","-2","4","-4","-1","3","-2","200","250","1","200","250","30","25","1300","0","1","1200","10","","王者软件"
"褐色马","150","19","116","100","0","0","0","0","80","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","4","500","0","1","2000","0","","王者软件"
"白马","150","19","117","120","0","0","0","0","80","1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","4","500","0","1","2000","0","","王者软件"
"黑马","150","19","118","120","0","0","0","0","80","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","4","500","0","1","2000","0","","王者软件"
"聚宝箱2","199","19","188","99","0","0","0","0","16","30","0","0","0","220","5","5","5","5","5","5","5","0","0","0","0","0","0","0","0","0","0","0","0","","王者软件"
"聚宝箱3","199","19","188","99","0","0","0","0","16","50","0","0","0","220","5","5","5","5","5","5","5","0","0","0","0","0","0","0","0","0","0","0","0","","王者软件"
"聚宝箱4","199","19","188","99","0","0","0","0","16","100","0","0","0","220","5","5","5","5","5","5","5","0","0","0","0","0","0","0","0","0","0","0","0","","王者软件"
"聚宝箱5","199","19","188","99","0","0","0","0","16","100","0","0","0","220","5","5","5","5","5","5","5","0","0","0","0","0","0","0","0","0","0","0","0","","王者软件"
"雪人","199","19","190","99","0","0","0","0","16","20","0","0","0","220","5","5","5","5","5","5","5","0","0","0","0","0","0","0","0","0","0","5000","0","","王者软件"
"沙漠石人","200","19","4","35","0","1","0","0","7680","320","0","4","4","7","0","1","0","-1","1","-1","0","29","48","0","0","0","18","21","1500","0","1","3500","0","","王者软件"
"沙漠石人0","200","19","4","35","0","1","0","10","7680","320","0","4","4","7","0","1","0","-1","1","-1","0","29","48","0","0","0","18","21","1500","0","1","3500","0","","王者软件"
"海神将领","201","19","9","50","1","0","0","60","156800","2400","0","26","26","69","-2","4","-5","5","-3","5","5","87","120","3","87","120","18","22","1200","0","1","1600","6","","王者软件"
"海神将领2","201","19","9","70","1","0","0","70","204800","2900","0","76","76","109","0","4","-3","5","-2","5","5","140","220","3","140","220","18","22","1200","0","1","1600","6","","王者软件"
"海神将领33","201","19","9","70","1","0","0","70","204800","2900","0","76","76","109","0","4","-3","5","-2","5","5","140","220","3","140","220","18","22","1200","0","1","1600","6","","王者软件"
"沙鬼","202","19","3","35","0","0","0","0","8480","370","0","2","2","9","0","1","0","-1","1","-1","0","29","48","0","0","0","18","21","1400","0","1","3000","0","","王者软件"
"沙鬼0","202","19","3","35","0","0","0","10","8480","370","0","2","2","9","0","1","0","-1","1","-1","0","29","48","0","0","0","18","21","1400","0","1","3000","0","","王者软件"
"沙漠鱼魔","203","19","94","35","1","0","0","0","7520","310","0","3","3","8","0","1","0","-1","-1","1","0","29","42","6","29","42","18","21","800","0","1","2000","0","","王者软件"
"沙魔鱼魔0","203","19","94","35","1","0","0","10","7520","310","0","3","3","8","0","1","0","-1","-1","1","0","29","42","6","29","42","18","21","800","0","1","2000","0","","王者软件"
"诺玛法老","204","19","13","35","0","1","0","10","7840","330","0","2","2","9","0","1","0","-1","1","-1","0","30","42","3","30","42","18","21","1500","0","1","3500","0","","王者软件"
"诺玛法老0","204","19","13","35","0","1","0","20","7840","330","0","2","2","9","0","1","0","-1","1","-1","0","30","42","3","30","42","18","21","1500","0","1","3500","0","","王者软件"
"诺玛法老7","204","19","13","44","0","0","5","30","38400","1100","0","9","9","16","0","1","0","-1","1","-1","0","38","60","3","33","44","19","21","1700","0","1","2500","0","","王者软件"
"诺玛法老8","204","19","13","47","0","0","5","40","59200","1700","0","11","11","19","1","2","1","-1","1","-1","0","49","71","3","44","55","20","22","1600","0","1","2000","0","","王者软件"
"诺玛法老9","204","19","13","50","0","0","5","50","88000","2400","0","13","13","21","1","2","1","-1","1","-1","0","60","82","3","55","66","21","23","1500","0","1","1500","0","","王者软件"
"大法老","204","19","13","76","0","0","0","100","96000","3000","0","16","16","25","0","3","0","-2","3","-2","0","49","77","3","49","66","23","25","1000","0","1","1500","10","","王者软件"
"冰宫法师","204","19","2020","85","1","0","0","100","192000","3000","0","35","35","70","-1","5","-4","2","-3","3","-4","175","100","3","175","200","14","18","1500","0","1","1500","10","","王者软件"
"冰宫法师33","204","19","2020","85","1","0","0","100","192000","3000","0","35","35","70","-1","5","-4","2","-3","3","-4","175","100","3","175","200","14","18","1500","0","1","1500","10","","王者软件"
"冰城守护神1","204","37","172","80","1","0","0","100","320000","8000","20","50","50","125","-2","5","1","3","4","-3","-2","190","240","3","185","248","18","18","1200","0","1","1200","10","","王者软件"
"寒冰守护神","204","37","172","80","1","0","0","100","400000","10000","10","50","50","125","-2","5","1","3","4","-3","-2","190","240","3","185","248","18","18","1200","0","1","1200","10","","王者软件"
"寒冰守护神33","204","37","172","80","1","0","0","100","400000","10000","10","50","50","125","-2","5","1","3","4","-3","-2","190","240","3","185","248","18","18","1200","0","1","1200","10","","王者软件"
"沙漠风魔","205","19","97","35","1","0","0","0","8320","360","0","4","4","7","0","1","0","-1","-1","1","0","29","48","4","29","48","18","21","1100","0","1","2000","0","","王者软件"
"沙漠风魔0","205","19","97","35","1","0","0","10","8320","360","0","4","4","7","0","1","0","-1","-1","1","0","29","48","4","29","48","18","21","1100","0","1","2000","0","","王者软件"
"沙漠树魔","206","19","95","35","0","0","0","10","8000","340","0","2","2","9","0","1","0","-1","1","-1","1","30","43","0","0","0","18","21","0","0","1","3500","0","","王者软件"
"沙魔树魔0","206","19","95","35","0","0","0","20","8000","340","0","2","2","9","0","1","0","-1","1","-1","1","29","48","0","0","0","18","21","0","0","1","3500","0","","王者软件"
"沙漠树魔61","206","19","95","35","0","0","0","40","16","340","0","5","5","8","0","0","0","0","0","0","0","14","20","0","0","0","18","21","0","0","1","3500","0","","王者软件"
"沙漠树魔62","206","19","95","35","0","0","0","40","16","340","0","5","5","8","0","0","0","0","0","0","0","14","20","0","0","0","18","21","0","0","1","3500","0","","王者软件"
"蚂蚁道士","207","19","7","25","0","1","0","0","4800","220","0","0","0","6","0","0","0","0","0","0","0","0","0","5","6","16","15","17","2000","0","1","4000","0","","王者软件"
"蚂蚁道士0","207","19","7","25","0","1","0","0","4800","220","0","0","0","6","0","0","0","0","0","0","0","0","0","5","6","16","15","17","2000","0","1","4000","0","","王者软件"
"咸蛋","207","19","125","35","0","0","0","50","4800","1500","0","30","30","45","2","2","2","2","2","2","2","0","0","5","20","50","15","17","1000","0","1","2500","0","","王者软件"
"如花","207","19","125","35","0","1","0","0","4800","1500","0","0","0","15","2","2","2","2","2","2","0","0","0","5","20","80","15","17","1000","0","1","2500","0","","王者软件"
"超级蛋蛋","207","19","125","35","0","1","0","0","4800","2500","0","0","0","20","2","2","2","2","2","2","0","0","0","5","20","100","15","17","1000","0","1","2000","0","","王者软件"
"白野猪","208","19","78","75","1","0","0","100","80000","2500","0","13","13","20","0","0","0","0","0","0","0","44","66","4","44","55","23","25","1000","0","1","1500","10","","王者软件"
"变异丑蜥","208","19","193","80","0","0","0","65","237600","3800","0","10","10","90","1","-1","5","-3","-2","2","-5","180","200","0","160","220","20","20","800","0","1","1200","10","","王者软件"
"变异丑蜥33","208","19","193","80","0","0","0","65","237600","3800","0","40","40","90","1","-1","5","-3","-2","2","-4","180","200","0","160","220","40","20","800","0","1","1200","10",\N,"王者软件"
"冰宫骑士","208","19","2040","80","0","0","0","90","224000","3200","0","45","45","60","-4","4","-2","3","-5","2","-1","140","180","0","0","0","12","18","1000","1","1","1000","10","","王者软件"
"冰宫骑士33","208","19","2040","80","0","0","0","90","224000","3200","0","45","45","60","-4","4","-2","3","-5","2","-1","140","180","0","0","0","12","18","1000","1","1","1000","10","","王者软件"
"栗子树","209","19","127","10","0","0","0","0","320","20","0","0","0","200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","王者软件"
"圣诞树","209","19","153","120","0","0","0","0","160","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","王者软件"
"超级圣诞树","209","19","153","120","0","0","0","0","160","20000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","王者软件"
"霸群大怪","209","19","187","10","0","0","0","0","320","20","0","0","0","200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","王者软件"
"聚宝箱1","209","19","188","99","0","0","0","0","16","20","0","0","0","220","5","5","5","5","5","5","5","0","0","0","0","0","0","0","0","0","0","0","0","","王者软件"
"记事本1","209","19","534","50","0","0","0","0","32000","20","0","0","0","110","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","王者软件"
"记事本2","209","19","535","50","0","0","0","0","48000","30","0","0","0","110","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","王者软件"
"记事本3","209","19","536","50","0","0","0","0","64000","40","0","0","0","110","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","王者软件"
"记事本4","209","19","537","50","0","0","0","0","80000","50","0","0","0","110","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","王者软件"
"超强骷髅","210","25","56","33","1","0","0","0","16","180","0","12","12","22","2","2","2","2","-2","-2","-2","25","35","7","25","30","18","20","400","0","1","2000","0","","王者软件"
"玲花","211","11","124","100","0","0","0","0","80","300","0","11","11","16","0","0","0","0","0","0","0","0","0","5","22","38","7","4","900","0","1","4000","0","","王者软件"
"柴三郎","211","11","125","100","0","0","0","0","80","300","0","11","11","16","0","0","0","0","0","0","0","0","0","5","22","38","7","4","900","0","1","4000","0","","王者软件"
"护卫武士","212","19","55","100","0","0","0","0","16","500","0","11","11","16","0","0","0","0","0","0","0","19","35","0","0","0","18","15","500","0","0","1500","0","","王者软件"
"潘夜左护卫","213","19","131","45","0","0","0","50","44800","1400","0","6","6","11","4","-5","5","-2","-2","5","2","38","55","1","38","55","18","22","1000","0","1","2000","0","","王者软件"
"潘夜左护卫94","213","19","131","45","0","0","0","50","44800","1400","0","8","8","24","4","-5","5","-2","-2","5","2","62","88","1","38","55","18","22","1000","0","1","2000","0","","王者软件"
"潘夜左护卫0","213","19","131","45","0","0","0","60","44800","1400","0","6","6","11","4","-5","5","-2","-2","5","2","38","55","1","38","55","18","22","1000","0","1","2000","0","","王者软件"
"潘夜左护卫5","213","19","131","48","0","0","0","55","60800","1800","0","6","6","13","4","-5","5","-2","-2","5","2","42","61","1","42","61","18","22","1000","0","1","2000","0","","王者软件"
"潘夜左护卫50","213","19","131","48","0","0","0","55","60800","1800","0","6","6","13","4","-5","5","5","-2","-2","2","42","61","1","42","61","18","22","1000","0","1","2000","0","","王者软件"
"冰宫巫师","213","19","2030","80","1","0","0","80","208000","2600","0","35","35","105","-1","5","-4","2","-3","3","-4","175","225","1","175","225","16","20","1500","0","1","1500","10","","王者软件"
"冰宫巫师33","213","19","2030","80","1","0","0","80","208000","2600","0","35","35","105","-1","5","-4","2","-3","3","-4","175","225","1","175","225","16","20","1500","0","1","1500","10","","王者软件"
"潘夜右护卫","214","19","130","45","0","0","0","50","44800","1400","0","6","6","11","4","-5","5","-2","-2","5","2","38","55","3","38","55","18","22","1000","0","1","2400","0","","王者软件"
"潘夜右护卫95","214","19","130","45","0","0","0","50","44800","1400","0","8","8","24","4","-5","5","-2","-2","5","2","62","88","3","38","55","18","22","1000","0","1","2400","0","","王者软件"
"潘夜右护卫0","214","19","130","45","0","0","0","60","44800","1400","0","6","6","11","4","-5","5","-2","-2","5","2","38","55","3","38","55","18","22","1000","0","1","2000","0","","王者软件"
